,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
3393,FLAT B3 11/F BLOCK B FOK LIN BUILDING ,47,17/8/2018,4.5,413,-,10896,-,2011,44
3394,FLAT 3 7/F BLOCK C CHONG CHIEN COURT WYLER GARDENS,42,16/8/2018,5.98,409,477,14621,12537,-,
3395,FLAT 1 10/F KAM TONG BUILDING  ,53,16/8/2018,3.33,259,-,12857,-,3877,369
3396,FLAT G 7/F CITY HUB  ,3,16/8/2018,5.72,275,-,20800,-,-,-
3397,FLAT F 37/F TOWER 5 GRAND WATERFRONT ,14,16/8/2018,8.48,427,585,19859,14496,2695,102
3398,FLAT A 3/F HAU HING MANSION  ,46,16/8/2018,5.38,435,-,12368,-,-,
3399,NO. 95 (FLAT A2) 11/F BEE SING MANSION  ,57,16/8/2018,7.7,677,-,11374,-,-,
3400,FLAT G 10/F KIU FAT MANSION  ,55,16/8/2018,4.38,332,-,13178,-,-,
3401,FLAT C 3/F YAN LEE BUILDING  ,54,16/8/2018,4.2,394,-,10660,-,5701,740
3402,FLAT D 6/F BAYVIEW  ,8,16/8/2018,9.6,487,-,19713,-,1842,20
3403,FLAT 4 (NO. 7) 1/F 3-19 HUNG KWONG STREET  ,61,16/8/2018,4,449,-,8909,-,-,
3404,FLAT E 14/F BOWIE MANSION  ,32,16/8/2018,5,393,498,12723,10040,-,
3405,FLAT B 10/F MY PLACE  ,5,15/8/2018,5.6,250,-,22400,-,1183,56
3406,NO. 15 4/F 15 YING YEUNG STREET  ,60,15/8/2018,4.5,447,-,10067,-,-,
3407,FLAT 12 2/F BLOCK 1 PHASE 1 MEI KING MANSION,56,15/8/2018,3.8,357,-,10644,-,-,
3408,FLAT E 39/F SUNRISE VILLA  ,19,15/8/2018,9.53,494,745,19291,12792,3239,144
3409,FLAT D2 5/F EIVER HOUSE  ,62,15/8/2018,1.66,177,-,9379,-,-,
3410,FLAT B 5/F 11 HUNG FOOK STREET  ,62,15/8/2018,2.86,366,-,7822,-,-,
3411,FLAT D 19/F BLOCK 2 SKY TOWER ,16,15/8/2018,8.2,452,605,18142,13554,2930,137
3412,NO. 20 6/F 20 FUNG YI STREET  ,60,14/8/2018,4.59,480,-,9563,-,-,
3413,FLAT F 55/F BLOCK 1 SKY TOWER ,16,14/8/2018,11,540,719,20370,15299,3059,122
3414,FLAT D 7/F CITY HUB  ,3,14/8/2018,10.46,510,-,20500,-,-,-
